player,season,team,pos,age,minutos_totales,partidos_totales,minutos_por_partido,ws,per
Thanasis Antetokounmpo,2021,MIL,SF,28,"551,0","57,0","9,7","0,7","10,3"
Shake Milton,2021,PHI,SG,24,"1461,0","63,0","23,2","2,8","14,6"
Ignas Brazdeikis,2021,ORL,SF,22,"249,0","13,0","19,2","0,1","9,5"
Sterling Brown,2021,HOU,SG,25,"1229,0","51,0","24,1","1,8","11,1"
Dwayne Bacon,2021,ORL,SG,25,"1853,0","72,0","25,7","0,5","9,9"
Torrey Craig,2021,PHO,SF,30,"803,0","50,0","16,1","2,2","14,2"
Bruce Brown,2021,BRK,PG,24,"1451,0","65,0","22,3","4,4","16,1"
Jalen Brunson,2021,DAL,PG,24,"1697,0","68,0","25,0","5,1","17,1"
Hamidou Diallo,2021,DET,SG-SF,22,"1226,0","52,0","23,6","1,6","14,3"
Duncan Robinson,2021,MIA,SF,26,"2262,0","72,0","31,4","3,7","11,0"
Kendrick Nunn,2021,MIA,PG,25,"1650,0","56,0","29,5","2,9","14,2"
Jarred Vanderbilt,2021,MIN,PF,21,"1139,0","64,0","17,8","3,1","16,2"
Mitchell Robinson,2021,NYK,C,22,"853,0","31,0","27,5","3,4","17,7"
Isaac Bonga,2021,WAS,SF,21,"432,0","40,0","10,8","0,0","4,0"
Isaiah Hartenstein,2021,CLE,C,22,"559,0","46,0","12,2","1,6","17,9"
Wenyen Gabriel,2021,NOP,PF,23,"241,0","21,0","11,5","0,3","9,8"
Harry Giles,2021,POR,C,22,"348,0","38,0","9,2","0,5","12,4"
Drew Eubanks,2021,SAS,C,23,"755,0","54,0","14,0","2,3","17,9"
Bruno Fernando,2021,ATL,C,22,"226,0","33,0","6,8","-0,1","6,2"
Carsen Edwards,2021,BOS,SG,22,"276,0","31,0","8,9","0,3","10,2"
Cody Martin,2021,CHO,SF,25,"849,0","52,0","16,3","1,1","10,6"
Caleb Martin,2021,CHO,SF,25,"818,0","53,0","15,4","0,5","9,5"
Jalen McDaniels,2021,CHO,SF,23,"904,0","47,0","19,2","1,2","11,4"
Javonte Green,2021,CHI,SF-SG,27,"473,0","41,0","11,5","1,1","12,1"
Dean Wade,2021,CLE,PF,24,"1212,0","63,0","19,2","2,0","11,3"
Eric Paschall,2021,GSW,PF,24,"695,0","40,0","17,4","0,9","13,4"
Mychal Mulder,2021,GSW,PG,26,"766,0","60,0","12,8","1,2","10,8"
Terance Mann,2021,LAC,SG,24,"1263,0","67,0","18,9","3,7","13,8"
Talen Horton-Tucker,2021,LAL,SG,20,"1304,0","65,0","20,1","2,1","12,9"
KZ Okpala,2021,MIA,PF,21,"447,0","37,0","12,1","0,1","5,2"
Naz Reid,2021,MIN,C,21,"1347,0","70,0","19,2","3,2","18,2"
Jaylen Nowell,2021,MIN,SG,21,"759,0","42,0","18,1","0,7","12,3"
Luguentz Dort,2021,OKC,SG,21,"1543,0","52,0","29,7","0,3","10,1"
Isaiah Roby,2021,OKC,PF,22,"1425,0","61,0","23,4","1,3","11,9"
Justin James,2021,SAC,SF,24,"310,0","36,0","8,6","0,1","11,3"
Terence Davis,2021,SAC,SG,23,"1074,0","61,0","17,6","0,8","12,7"
Chris Silva,2021,SAC,PF,24,"92,0","15,0","6,1","0,2","11,5"
Matt Thomas,2021,UTA,SG,26,"326,0","45,0","7,2","0,2","9,1"
Miye Oni,2021,UTA,SG,23,"519,0","54,0","9,6","0,9","6,4"
Juwan Morgan,2021,UTA,PF,23,"147,0","29,0","5,1","0,3","8,5"
Daniel Gafford,2021,WAS,PF-C,22,"791,0","54,0","14,6","3,5","22,2"
Damian Jones,2021,SAC,C,25,"547,0","39,0","14,0","1,6","14,6"
Jae'Sean Tate,2021,HOU,SF,25,"2043,0","70,0","29,2","3,8","13,8"
DaQuan Jeffries,2021,HOU,SG,23,"493,0","31,0","15,9","0,3","7,9"
Kelan Martin,2021,IND,SF,25,"322,0","35,0","9,2","0,4","13,9"
Paul Watson,2021,TOR,SF,26,"297,0","27,0","11,0","0,6","10,9"
Tyrell Terry,2021,DAL,PG,20,"56,0","11,0","5,1","-0,1","6,0"
Oshae Brissett,2021,IND,SF,22,"519,0","21,0","24,7","1,8","17,2"
Moses Brown,2021,OKC,C,21,"920,0","43,0","21,4","2,6","18,8"
Sindarius Thornwell,2021,ORL,SG,26,"217,0","21,0","10,3","0,0","6,6"
Glenn Robinson III,2021,SAC,SF,27,"369,0","23,0","16,0","0,3","9,0"
Norvel Pelle,2021,NYK,C,27,"84,0","13,0","6,5","0,2","11,6"
Nick Richards,2021,CHO,PF,23,"63,0","18,0","3,5","0,0","5,5"
Lamar Stevens,2021,CLE,PF,23,"499,0","40,0","12,5","0,4","10,5"
Jahmi'us Ramsey,2021,SAC,SG,19,"94,0","13,0","7,2","0,0","10,5"
Juan Toscano-Anderson,2021,GSW,SG,27,"1107,0","53,0","20,9","3,0","12,6"
Shaquille Harrison,2021,DEN,SG,27,"333,0","34,0","9,8","0,2","6,8"
Chimezie Metu,2021,SAC,C,23,"488,0","36,0","13,6","0,6","14,5"
Deividas Sirvydis,2021,DET,SG,20,"133,0","20,0","6,6","0,0","5,7"
Daniel Oturu,2021,LAC,C,21,"161,0","30,0","5,4","0,3","12,5"
Jordan Nwora,2021,MIL,SF,22,"274,0","30,0","9,1","0,4","16,1"
Sam Merrill,2021,MIL,SG,24,"233,0","30,0","7,8","0,5","11,9"
Isaiah Joe,2021,PHI,SG,21,"383,0","41,0","9,3","0,6","9,5"
CJ Elleby,2021,POR,SF,20,"192,0","30,0","6,4","0,1","9,4"
Tre Jones,2021,SAS,PG,21,"269,0","37,0","7,3","0,4","12,1"
Elijah Hughes,2021,UTA,SF,22,"64,0","18,0","3,6","0,0","8,4"
Anthony Gill,2021,WAS,PF,28,"218,0","26,0","8,4","0,6","13,7"
Theo Pinson,2021,NYK,SG,25,"34,0","17,0","2,0","-0,1","-8,1"
Yuta Watanabe,2021,TOR,SF,26,"723,0","50,0","14,5","1,5","12,2"
Tremont Waters,2021,BOS,PG,23,"238,0","26,0","9,2","0,4","14,6"
Frank Jackson,2021,DET,PG,22,"738,0","40,0","18,4","1,2","13,2"
Rayjon Tucker,2021,PHI,PG,23,"68,0","14,0","4,9","0,2","15,1"
Tyler Cook,2021,DET,SF-PF,23,"438,0","32,0","13,7","0,8","12,8"
Garrison Mathews,2021,WAS,SG,24,"1038,0","64,0","16,2","2,3","9,7"
Gabe Vincent,2021,MIA,PG,24,"655,0","50,0","13,1","0,2","7,6"
Tacko Fall,2021,BOS,C,25,"136,0","19,0","7,2","0,5","19,6"
Max Strus,2021,MIA,SF,24,"507,0","39,0","13,0","0,9","12,1"
Alize Johnson,2021,BRK,PF,24,"189,0","18,0","10,5","0,9","23,5"
Anthony Tolliver,2021,PHI,PF,35,"99,0","11,0","9,0","0,1","4,0"
Paul Reed,2021,PHI,PF,21,"177,0","26,0","6,8","0,6","21,2"
Amir Coffey,2021,LAC,SG,23,"394,0","44,0","9,0","0,7","10,1"
Naji Marshall,2021,NOP,SF,23,"700,0","32,0","21,9","0,9","11,4"
Kyle Guy,2021,SAC,PG,23,"235,0","31,0","7,6","-0,1","8,5"
Markus Howard,2021,DEN,SG,21,"205,0","37,0","5,5","-0,3","6,4"
Skylar Mays,2021,ATL,SG,23,"269,0","33,0","8,2","0,8","16,8"
Mamadi Diakite,2021,MIL,PF,24,"141,0","14,0","10,1","0,3","12,3"
Nathan Knight,2021,ATL,PF,23,"279,0","33,0","8,5","0,4","13,9"
Saben Lee,2021,DET,PG,21,"781,0","48,0","16,3","1,5","13,8"
Jarrell Brantley,2021,UTA,PF,24,"138,0","28,0","4,9","0,5","16,6"
Jordan McLaughlin,2021,MIN,PG,24,"938,0","51,0","18,4","1,2","12,0"
Rondae Hollis-Jefferson,2021,POR,PF,26,"107,0","11,0","9,7","0,3","14,4"
Reggie Perry,2021,BRK,PF,20,"211,0","26,0","8,1","0,2","11,0"
Cassius Stanley,2021,IND,SG,21,"93,0","24,0","3,9","-0,1","5,5"
Trent Forrest,2021,UTA,PG,22,"302,0","30,0","10,1","0,7","11,2"
Chris Chiozza,2021,BRK,PG,25,"232,0","22,0","10,5","0,3","12,9"
Devon Dotson,2021,CHI,PG,21,"50,0","11,0","4,5","0,2","19,3"
Adam Mokoka,2021,CHI,SG,22,"56,0","14,0","4,0","-0,1","2,2"
Tyler Bey,2021,DAL,SF,22,"71,0","18,0","3,9","0,0","5,9"
Nate Hinton,2021,DAL,SG,21,"93,0","21,0","4,4","0,0","10,4"
Nico Mannion,2021,GSW,PG,19,"364,0","30,0","12,1","0,2","9,3"
Devontae Cacok,2021,LAL,PF,24,"98,0","20,0","4,9","0,3","17,2"
Kostas Antetokounmpo,2021,LAL,PF,23,"56,0","15,0","3,7","-0,2","0,0"
Killian Tillie,2021,MEM,C,22,"182,0","18,0","10,1","0,2","8,5"
Sean McDermott,2021,MEM,SF,24,"158,0","18,0","8,8","0,2","7,2"
Josh Hall,2021,OKC,SF,20,"336,0","21,0","16,0","-0,9","1,0"
Ty-Shon Alexander,2021,PHO,SG,22,"47,0","15,0","3,1","0,0","4,2"
Keljin Blevins,2021,POR,SF,25,"75,0","17,0","4,4","-0,2","-0,9"
Keita Bates-Diop,2021,SAS,SF,25,"245,0","30,0","8,2","0,3","12,0"
Quinndary Weatherspoon,2021,SAS,SG,24,"121,0","20,0","6,0","0,1","9,6"
Jalen Harris,2021,TOR,SG,22,"172,0","13,0","13,2","0,3","15,2"
Cassius Winston,2021,WAS,PG,22,"98,0","22,0","4,5","0,1","10,8"
Yogi Ferrell,2021,LAC,PG,27,"136,0","10,0","13,6","0,3","14,4"
Mason Jones,2021,PHI,SG,22,"334,0","32,0","10,4","0,2","12,1"
Brodric Thomas,2021,CLE,SG,24,"399,0","32,0","12,5","0,1","8,0"
Donta Hall,2021,ORL,PF,23,"179,0","13,0","13,8","0,8","22,3"
Freddie Gillespie,2021,TOR,PF,23,"392,0","20,0","19,6","0,9","13,4"
Chasson Randle,2021,ORL,PG,27,"837,0","41,0","20,4","0,0","7,4"
Justin Patton,2021,HOU,C,23,"247,0","13,0","19,0","0,4","11,6"
Gary Payton II,2021,GSW,PG,28,"40,0","10,0","4,0","0,3","29,2"
Mike James,2021,BRK,PG,30,"236,0","13,0","18,2","0,1","11,9"
Anthony Lamb,2021,HOU,SF,23,"415,0","24,0","17,3","0,2","8,7"
Armoni Brooks,2021,HOU,SG,22,"520,0","20,0","26,0","0,3","10,4"
Jordan Bone,2021,ORL,PG,23,"196,0","14,0","14,0","0,2","8,9"
Jaylen Hoard,2021,OKC,SF,21,"320,0","19,0","16,8","0,5","13,4"
Stephen Curry,2022,GSW,PG,33,"2211,0","64,0","34,5","8,0","21,4"
James Harden,2022,PHI,PG-SG,32,"2419,0","65,0","37,2","7,6","20,9"
Russell Westbrook,2022,LAL,PG,33,"2678,0","78,0","34,3","1,7","15,0"
Kevin Durant,2022,BRK,PF,33,"2047,0","55,0","37,2","8,4","25,6"
LeBron James,2022,LAL,SF,37,"2084,0","56,0","37,2","7,5","26,2"
Paul George,2022,LAC,SF,31,"1077,0","31,0","34,7","1,3","18,6"
Giannis Antetokounmpo,2022,MIL,PF,27,"2204,0","67,0","32,9","12,9","32,1"
Damian Lillard,2022,POR,PG,31,"1056,0","29,0","36,4","1,7","18,5"
Klay Thompson,2022,GSW,SG,31,"941,0","32,0","29,4","1,8","16,7"
Jimmy Butler,2022,MIA,SF,32,"1931,0","57,0","33,9","9,2","23,6"
Tobias Harris,2022,PHI,PF,29,"2543,0","73,0","34,8","5,6","15,9"
Khris Middleton,2022,MIL,SF,30,"2141,0","66,0","32,4","5,3","18,1"
Anthony Davis,2022,LAL,C,28,"1404,0","40,0","35,1","4,5","23,9"
Rudy Gobert,2022,UTA,C,29,"2120,0","66,0","32,1","11,7","24,7"
Kyrie Irving,2022,BRK,PG,29,"1091,0","29,0","37,6","3,3","21,4"
Kemba Walker,2022,NYK,PG,31,"948,0","37,0","25,6","1,8","13,9"
Bradley Beal,2022,WAS,SG,28,"1439,0","40,0","36,0","1,4","17,5"
Pascal Siakam,2022,TOR,PF,27,"2578,0","68,0","37,9","8,1","20,3"
Blake Griffin,2022,BRK,PF,32,"958,0","56,0","17,1","2,1","13,7"
Karl-Anthony Towns,2022,MIN,C,26,"2476,0","74,0","33,5","10,3","24,1"
Devin Booker,2022,PHO,SG,25,"2345,0","68,0","34,5","7,6","21,3"
Andrew Wiggins,2022,GSW,SF,26,"2329,0","73,0","31,9","5,1","15,0"
Joel Embiid,2022,PHI,C,27,"2297,0","68,0","33,8","12,0","31,2"
Kevin Love,2022,CLE,PF,33,"1665,0","74,0","22,5","5,7","19,6"
Jrue Holiday,2022,MIL,PG,31,"2207,0","67,0","32,9","6,9","19,8"
CJ McCollum,2022,NOP,SG,30,"2145,0","62,0","34,6","3,6","18,3"
Chris Paul,2022,PHO,PG,36,"2139,0","65,0","32,9","9,4","20,8"
D'Angelo Russell,2022,MIN,PG,25,"2077,0","65,0","32,0","4,4","16,3"
Gordon Hayward,2022,CHO,SF,31,"1564,0","49,0","31,9","2,8","15,1"
Brandon Ingram,2022,NOP,SF,24,"1869,0","55,0","34,0","3,9","18,7"
Jayson Tatum,2022,BOS,SF,23,"2731,0","76,0","35,9","9,6","21,8"
Bam Adebayo,2022,MIA,C,24,"1825,0","56,0","32,6","7,2","21,8"
De'Aaron Fox,2022,SAC,PG,24,"2083,0","59,0","35,3","2,5","17,4"
Donovan Mitchell,2022,UTA,SG,25,"2266,0","67,0","33,8","7,2","21,6"
Al Horford,2022,BOS,C,35,"2005,0","69,0","29,1","7,6","16,7"
Kyle Lowry,2022,MIA,PG,35,"2133,0","63,0","33,9","6,4","15,0"
Jaylen Brown,2022,BOS,SF,25,"2220,0","66,0","33,6","5,8","18,9"
DeMar DeRozan,2022,CHI,PF,32,"2743,0","76,0","36,1","8,8","23,1"
Draymond Green,2022,GSW,PF,31,"1329,0","46,0","28,9","3,6","14,3"
Buddy Hield,2022,IND,SG,29,"2499,0","81,0","30,9","1,9","12,9"
John Collins,2022,ATL,PF,24,"1663,0","54,0","30,8","5,1","18,7"
Malcolm Brogdon,2022,IND,PG,29,"1206,0","36,0","33,5","2,7","18,0"
Mike Conley,2022,UTA,PG,34,"2058,0","72,0","28,6","6,7","17,2"
Gary Harris,2022,ORL,SG,27,"1730,0","61,0","28,4","2,2","10,9"
Danilo Gallinari,2022,ATL,PF,33,"1672,0","66,0","25,3","3,6","14,3"
Harrison Barnes,2022,SAC,PF,29,"2587,0","77,0","33,6","6,0","15,7"
Jerami Grant,2022,DET,PF,27,"1500,0","47,0","31,9","2,3","16,1"
Jarrett Allen,2022,CLE,C,23,"1809,0","56,0","32,3","8,5","23,0"
Julius Randle,2022,NYK,PF,27,"2544,0","72,0","35,3","3,1","15,7"
Fred VanVleet,2022,TOR,PG,27,"2462,0","65,0","37,9","6,7","17,3"
Zach LaVine,2022,CHI,SF,26,"2328,0","67,0","34,7","5,8","20,0"
Spencer Dinwiddie,2022,DAL,PG,28,"1980,0","67,0","29,6","4,1","15,1"
Domantas Sabonis,2022,SAC,C-PF,25,"2136,0","62,0","34,5","7,1","21,9"
Eric Gordon,2022,HOU,SG,33,"1669,0","57,0","29,3","1,4","12,1"
Eric Bledsoe,2022,LAC,PG,32,"1361,0","54,0","25,2","1,3","12,5"
Myles Turner,2022,IND,C,25,"1235,0","42,0","29,4","3,1","17,4"
Terry Rozier,2022,CHO,SG,27,"2458,0","73,0","33,7","5,9","17,6"
Ricky Rubio,2022,CLE,PG,31,"970,0","34,0","28,5","1,3","14,0"
Clint Capela,2022,ATL,C,27,"2042,0","74,0","27,6","8,3","21,4"
Caris LeVert,2022,CLE,SG,27,"1781,0","58,0","30,7","2,2","15,1"
Joe Harris,2022,BRK,SF,30,"423,0","14,0","30,2","0,5","9,6"
Evan Fournier,2022,NYK,SG,29,"2358,0","80,0","29,5","3,7","12,3"
Steven Adams,2022,MEM,C,28,"1999,0","76,0","26,3","6,8","17,6"
Markelle Fultz,2022,ORL,PG,23,"360,0","18,0","20,0","0,4","17,7"
Aaron Gordon,2022,DEN,PF,26,"2376,0","75,0","31,7","5,2","15,3"
OG Anunoby,2022,TOR,SF,24,"1728,0","48,0","36,0","3,7","14,8"
Lauri Markkanen,2022,CLE,PF,24,"1878,0","61,0","30,8","5,0","14,7"
Derrick White,2022,BOS,SG,27,"2199,0","75,0","29,3","5,1","14,8"
Duncan Robinson,2022,MIA,SG,27,"2043,0","79,0","25,9","3,9","10,6"
Marcus Morris,2022,LAC,PF,32,"1564,0","54,0","29,0","2,4","13,7"
Will Barton,2022,DEN,SG,31,"2277,0","71,0","32,1","3,2","13,4"
Norman Powell,2022,LAC,SF-SG,28,"1458,0","45,0","32,4","2,8","16,3"
Dejounte Murray,2022,SAS,PG,25,"2366,0","68,0","34,8","7,3","22,3"
Malik Beasley,2022,MIN,SG,25,"1976,0","79,0","25,0","2,9","11,9"
Patrick Beverley,2022,MIN,PG,33,"1476,0","58,0","25,4","4,1","14,8"
Thaddeus Young,2022,TOR,PF,33,"845,0","52,0","16,2","2,2","17,0"
Marcus Smart,2022,BOS,PG,27,"2296,0","71,0","32,3","5,6","13,6"
Doug McDermott,2022,SAS,PF,30,"1223,0","51,0","24,0","1,6","11,4"
Christian Wood,2022,HOU,C,26,"2094,0","68,0","30,8","4,9","19,1"
Derrick Rose,2022,NYK,PG,33,"636,0","26,0","24,5","1,4","16,9"
Luke Kennard,2022,LAC,SG,25,"1919,0","70,0","27,4","4,5","13,3"
Taurean Prince,2022,MIN,PF,27,"1177,0","69,0","17,1","2,2","12,4"
Brook Lopez,2022,MIL,C,33,"298,0","13,0","22,9","0,7","16,0"
Kentavious Caldwell-Pope,2022,WAS,SG,28,"2329,0","77,0","30,2","2,8","12,6"
Joe Ingles,2022,UTA,SF,34,"1122,0","45,0","24,9","2,2","10,0"
Kyle Kuzma,2022,WAS,PF,26,"2204,0","66,0","33,4","2,0","15,2"
Robert Covington,2022,LAC,PF-SF,31,"1940,0","71,0","27,3","3,2","12,4"
Terrence Ross,2022,ORL,SG,30,"1448,0","63,0","23,0","0,3","10,0"
Jordan Clarkson,2022,UTA,SG,29,"2141,0","79,0","27,1","3,5","14,9"
Dillon Brooks,2022,MEM,SF,26,"885,0","32,0","27,7","1,6","15,5"
Kelly Olynyk,2022,DET,C,30,"764,0","40,0","19,1","1,6","16,7"
Nicolas Batum,2022,LAC,PF,33,"1462,0","59,0","24,8","3,7","13,5"
Josh Hart,2022,POR,SG-SF,26,"1791,0","54,0","33,2","4,4","16,1"
Josh Richardson,2022,SAS,SG,28,"1600,0","65,0","24,6","3,5","12,8"
DeAndre Jordan,2022,PHI,C,33,"622,0","48,0","13,0","1,9","17,2"
Dwight Powell,2022,DAL,C,30,"1798,0","82,0","21,9","8,2","18,1"
Jeremy Lamb,2022,SAC,SF-SG,29,"935,0","56,0","16,7","1,2","13,3"
Reggie Jackson,2022,LAC,SG,31,"2337,0","75,0","31,2","0,4","12,1"
Richaun Holmes,2022,SAC,C,28,"1074,0","45,0","23,9","3,2","17,8"
Anthony Edwards,2022,MIN,SG,20,"2466,0","72,0","34,2","4,3","16,5"
Cade Cunningham,2022,DET,PG,20,"2088,0","64,0","32,6","-0,5","13,1"
Danny Green,2022,PHI,SF,34,"1353,0","62,0","21,8","1,9","9,5"
Tristan Thompson,2022,CHI,PF,30,"897,0","57,0","15,7","1,6","14,9"
Kyle Anderson,2022,MEM,PF,28,"1484,0","69,0","21,5","3,5","14,4"
Montrezl Harrell,2022,CHO,C,28,"1641,0","71,0","23,1","7,3","23,2"
Serge Ibaka,2022,MIL,C-PF,32,"877,0","54,0","16,2","2,0","14,4"
Derrick Favors,2022,OKC,C,30,"653,0","39,0","16,7","1,4","13,6"
Jae Crowder,2022,PHO,PF,31,"1886,0","67,0","28,1","4,3","11,3"
Ja Morant,2022,MEM,PG,22,"1889,0","57,0","33,1","6,7","24,4"
Reggie Bullock,2022,DAL,SF,30,"1902,0","68,0","28,0","3,2","9,2"
Alec Burks,2022,NYK,SG,30,"2318,0","81,0","28,6","6,1","13,7"
Talen Horton-Tucker,2022,LAL,SG,21,"1511,0","60,0","25,2","1,1","11,0"
Mason Plumlee,2022,CHO,C,31,"1793,0","73,0","24,6","4,7","14,7"
Jalen Green,2022,HOU,SG,19,"2138,0","67,0","31,9","0,7","12,5"
De'Anthony Melton,2022,MEM,SG,23,"1657,0","73,0","22,7","3,7","15,2"
Nerlens Noel,2022,NYK,C,27,"562,0","25,0","22,5","1,5","11,8"
Royce O'Neale,2022,UTA,SF,28,"2406,0","77,0","31,2","5,5","10,3"
Maxi Kleber,2022,DAL,PF,30,"1450,0","59,0","24,6","3,0","11,0"
Jakob Poeltl,2022,SAS,C,26,"1970,0","68,0","29,0","6,9","20,8"
Thomas Bryant,2022,WAS,C,24,"439,0","27,0","16,3","1,1","16,6"
RJ Barrett,2022,NYK,SF,21,"2417,0","70,0","34,5","2,3","13,7"
Alex Caruso,2022,CHI,SG,27,"1147,0","41,0","28,0","2,0","11,7"
Delon Wright,2022,ATL,SG,29,"1452,0","77,0","18,9","3,6","13,8"
Monte Morris,2022,DEN,PG,26,"2239,0","75,0","29,9","5,4","14,7"
Tyus Jones,2022,MEM,PG,25,"1549,0","73,0","21,2","5,1","16,5"
Trae Young,2022,ATL,PG,23,"2652,0","76,0","34,9","10,0","25,4"
Daniel Theis,2022,BOS,C,29,"977,0","47,0","20,8","1,9","13,2"
LaMelo Ball,2022,CHO,PG,20,"2422,0","75,0","32,3","5,8","19,7"
Seth Curry,2022,BRK,SG,31,"2135,0","64,0","33,4","4,2","13,7"
JaMychal Green,2022,DEN,PF,31,"1085,0","67,0","16,2","2,7","14,1"
Cedi Osman,2022,CLE,SF,26,"1462,0","66,0","22,2","2,9","13,3"
Evan Mobley,2022,CLE,PF,20,"2331,0","69,0","33,8","5,2","16,1"
De'Andre Hunter,2022,ATL,SF,24,"1577,0","53,0","29,8","1,1","10,6"
Mo Bamba,2022,ORL,C,23,"1824,0","71,0","25,7","4,5","16,5"
Ivica Zubac,2022,LAC,C,24,"1852,0","76,0","24,4","7,2","19,2"
Rajon Rondo,2022,CLE,PG,35,"697,0","39,0","17,9","0,7","10,9"
Patrick Williams,2022,CHI,PF,20,"422,0","17,0","24,8","0,9","12,7"
Cory Joseph,2022,DET,PG,30,"1600,0","65,0","24,6","2,5","11,4"
Scottie Barnes,2022,TOR,PF,20,"2617,0","74,0","35,4","6,6","16,3"
Darius Garland,2022,CLE,PG,22,"2430,0","68,0","35,7","6,3","19,0"
Chris Boucher,2022,TOR,PF,29,"1690,0","80,0","21,1","6,0","17,9"
Zach Collins,2022,SAS,PF,24,"502,0","28,0","17,9","1,2","16,4"
Isaac Okoro,2022,CLE,SF,21,"1981,0","67,0","29,6","4,2","10,4"
Jalen Suggs,2022,ORL,PG,20,"1307,0","48,0","27,2","-1,6","8,6"
Cameron Payne,2022,PHO,PG,27,"1278,0","58,0","22,0","1,9","13,8"
Jarrett Culver,2022,MEM,SG,22,"338,0","37,0","9,1","0,1","8,7"
Khem Birch,2022,TOR,C,29,"991,0","55,0","18,0","2,6","13,2"
Collin Sexton,2022,CLE,SG,23,"316,0","11,0","28,7","-0,1","11,2"
Onyeka Okongwu,2022,ATL,C,21,"992,0","48,0","20,7","4,2","19,8"
Justin Holiday,2022,SAC,SF-SG,32,"2057,0","74,0","27,8","1,4","9,5"
Josh Giddey,2022,OKC,SG,19,"1700,0","54,0","31,5","0,4","13,3"
Rudy Gay,2022,UTA,PF,35,"1038,0","55,0","18,9","2,1","13,0"
Kevin Knox,2022,ATL,SF,22,"222,0","30,0","7,4","0,2","10,9"
Coby White,2022,CHI,PG,21,"1675,0","61,0","27,5","2,4","12,6"
Killian Hayes,2022,DET,PG,20,"1647,0","66,0","25,0","0,5","9,3"
Mikal Bridges,2022,PHO,SF,25,"2854,0","82,0","34,8","8,9","14,4"
Shai Gilgeous-Alexander,2022,OKC,PG,23,"1942,0","56,0","34,7","4,6","20,9"
Jonathan Kuminga,2022,GSW,SF,19,"1185,0","70,0","16,9","3,0","15,2"
Miles Bridges,2022,CHO,PF,23,"2837,0","80,0","35,5","7,2","17,9"
Jaxson Hayes,2022,NOP,C,21,"1398,0","70,0","20,0","5,1","18,5"
Pat Connaughton,2022,MIL,SG,29,"1691,0","65,0","26,0","4,4","13,4"
Kris Dunn,2022,POR,PG,27,"336,0","14,0","24,0","0,2","12,5"
George Hill,2022,MIL,SG,35,"1253,0","54,0","23,2","2,3","10,2"
Dewayne Dedmon,2022,MIA,C,32,"1065,0","67,0","15,9","3,5","15,9"
Hamidou Diallo,2022,DET,SG,23,"1269,0","58,0","21,9","2,1","15,7"
Kevon Looney,2022,GSW,C,25,"1732,0","82,0","21,1","6,8","15,7"
Obi Toppin,2022,NYK,PF,23,"1230,0","72,0","17,1","3,9","18,3"
Franz Wagner,2022,ORL,SF,20,"2429,0","79,0","30,7","4,0","14,7"
Josh Jackson,2022,SAC,SF,24,"830,0","51,0","16,3","0,0","9,5"
Robin Lopez,2022,ORL,C,33,"612,0","36,0","17,0","0,8","13,7"
JaVale McGee,2022,PHO,C,34,"1172,0","74,0","15,8","4,9","22,6"
Rui Hachimura,2022,WAS,PF,23,"943,0","42,0","22,5","1,4","14,9"
Garrett Temple,2022,NOP,SG,35,"1098,0","59,0","18,6","0,8","8,6"
Taj Gibson,2022,NYK,C,36,"946,0","52,0","18,2","2,7","12,0"
Torrey Craig,2022,PHO,SF,31,"1596,0","78,0","20,5","2,3","11,0"
Bruce Brown,2022,BRK,SF,25,"1774,0","72,0","24,6","4,8","15,0"
Donte DiVincenzo,2022,SAC,SG,25,"1006,0","42,0","24,0","0,7","11,3"
Cam Reddish,2022,NYK,SF,22,"1012,0","49,0","20,7","1,0","12,8"
David Nwaba,2022,HOU,SF,29,"609,0","46,0","13,2","1,3","15,3"
Furkan Korkmaz,2022,PHI,SG,24,"1414,0","67,0","21,1","1,2","10,2"
Davion Mitchell,2022,SAC,PG,23,"2076,0","75,0","27,7","0,1","10,8"
Bryn Forbes,2022,DEN,SG,28,"1286,0","75,0","17,1","1,4","11,5"
Jeff Green,2022,DEN,C,35,"1849,0","75,0","24,7","3,9","12,5"
Jalen Smith,2022,IND,PF,21,"925,0","51,0","18,1","2,8","18,4"
Cameron Johnson,2022,PHO,PF,25,"1730,0","66,0","26,2","5,6","15,2"
Ziaire Williams,2022,MEM,SF,20,"1346,0","62,0","21,7","2,2","9,7"
Bobby Portis,2022,MIL,C,26,"2028,0","72,0","28,2","5,5","17,7"
Kevin Huerter,2022,ATL,SG,23,"2188,0","74,0","29,6","2,8","11,9"
Devin Vassell,2022,SAS,SF,21,"1937,0","71,0","27,3","3,3","13,3"
Willie Cauley-Stein,2022,PHI,C,28,"183,0","20,0","9,2","0,2","8,3"
James Bouknight,2022,CHO,SG,21,"304,0","31,0","9,8","0,0","10,1"
Jevon Carter,2022,MIL,PG,26,"905,0","66,0","13,7","1,2","9,6"
Josh Okogie,2022,MIN,SG,23,"516,0","49,0","10,5","0,7","9,0"
Grayson Allen,2022,MIL,SG,26,"1805,0","66,0","27,3","4,2","12,7"
Jarred Vanderbilt,2022,MIN,PF,22,"1880,0","74,0","25,4","6,0","15,3"
Tyrese Haliburton,2022,IND,SG-PG,21,"2695,0","77,0","35,0","7,0","18,2"
Tyler Herro,2022,MIA,SG,22,"2151,0","66,0","32,6","3,8","16,2"
Gorgui Dieng,2022,ATL,C,32,"371,0","44,0","8,4","1,2","17,3"
Dorian Finney-Smith,2022,DAL,PF,28,"2644,0","80,0","33,0","6,6","12,5"
